thread_name,thread_url
"Set Stop Loss to Break Even ""Script""",https://www.forexfactory.com/thread/236439-set-stop-loss-to-break-even-script
Script to change all the templates within a profile in one click,https://www.forexfactory.com/thread/686394-script-to-change-all-the-templates-within-a
candle timer available?,https://www.forexfactory.com/thread/686773-candle-timer-available
Anyone know an EA that can open multiple pairs?,https://www.forexfactory.com/thread/686581-anyone-know-an-ea-that-can-open-multiple
Searching for a high & low indicator,https://www.forexfactory.com/thread/686395-searching-for-a-high-low-indicator
EA to take signals from .txt files,https://www.forexfactory.com/thread/655611-ea-to-take-signals-from-txt-files
How to pull value from another indicator for script,https://www.forexfactory.com/thread/346606-how-to-pull-value-from-another-indicator-for
AOR Ahsaas Basket trader Based on Momentum Indicator,https://www.forexfactory.com/thread/685328-aor-ahsaas-basket-trader-based-on-momentum-indicator
Importing custom timeframe history,https://www.forexfactory.com/thread/685729-importing-custom-timeframe-history
Can someone fix this currency strength indicator?,https://www.forexfactory.com/thread/251491-can-someone-fix-this-currency-strength-indicator
Possible to backtest on EA that reads data from .csv?,https://www.forexfactory.com/thread/685565-possible-to-backtest-on-ea-that-reads-data
Optimizer for strategy mining?,https://www.forexfactory.com/thread/685563-optimizer-for-strategy-mining
Labels on horizontal lines & Trend Cross Alert,https://www.forexfactory.com/thread/685398-labels-on-horizontal-lines-trend-cross-alert
File Read problems ??,https://www.forexfactory.com/thread/685336-file-read-problems
EA / Indicator for several TP level,https://www.forexfactory.com/thread/685323-ea-indicator-for-several-tp-level
Installing several MT4s from one exe file,https://www.forexfactory.com/thread/685207-installing-several-mt4s-from-one-exe-file
ATR TM EA - Order Warnings / Guidance Appreciated,https://www.forexfactory.com/thread/622023-atr-tm-ea-order-warnings-guidance
Levay FX System - Help Needed for EA,https://www.forexfactory.com/thread/681114-levay-fx-system-help-needed-for-ea
Help!!! In need of a Trend Indicator...,https://www.forexfactory.com/thread/685158-help-in-need-of-a-trend-indicator
Best Dashboard MTF,https://www.forexfactory.com/thread/685180-best-dashboard-mtf
2-bar move alarm needed,https://www.forexfactory.com/thread/685125-2-bar-move-alarm-needed
MT4 Auto/Manual Trading,https://www.forexfactory.com/thread/485218-mt4-automanual-trading
EA - Buy and Sell simultaneously when TP is reached?,https://www.forexfactory.com/thread/681416-ea-buy-and-sell-simultaneously-when-tp
ATR or range calculator for 1 candle,https://www.forexfactory.com/thread/684380-atr-or-range-calculator-for-1-candle
"This type of MA Indicator for weekly, monthly or quarterly?",https://www.forexfactory.com/thread/681942-this-type-of-ma-indicator-for-weekly-monthly
I need help using COT data in MT4,https://www.forexfactory.com/thread/63442-i-need-help-using-cot-data-in-mt4
Way to get alert when a pair is currently with strong momentum,https://www.forexfactory.com/thread/684193-way-to-get-alert-when-a-pair-is
Daily Pivots with offset for TradingView,https://www.forexfactory.com/thread/683473-daily-pivots-with-offset-for-tradingview
How to code EA to send an email to you once the EA is run?,https://www.forexfactory.com/thread/684128-how-to-code-ea-to-send-an-email
MT4 Issues,https://www.forexfactory.com/thread/683222-mt4-issues
Renko's on MT4,https://www.forexfactory.com/thread/668943-renkos-on-mt4
Please fix the equity EA,https://www.forexfactory.com/thread/684057-please-fix-the-equity-ea
Previous session hi&lo price line breakout email alert,https://www.forexfactory.com/thread/683946-previous-session-hilo-price-line-breakout-email-alert
Any SCRIPT for multiple limit orders,https://www.forexfactory.com/thread/683770-any-script-for-multiple-limit-orders
Coding Request for Multipair MTF ADR Dashboard,https://www.forexfactory.com/thread/683340-coding-request-for-multipair-mtf-adr-dashboard
MT4 accounts removal,https://www.forexfactory.com/thread/237155-mt4-accounts-removal
CPU usage increasing over time,https://www.forexfactory.com/thread/683334-cpu-usage-increasing-over-time
"EA ""Wanted""",https://www.forexfactory.com/thread/683493-ea-wanted
Looking for Correlation Indicator,https://www.forexfactory.com/thread/546214-looking-for-correlation-indicator
3 bar swing - alert needed,https://www.forexfactory.com/thread/682002-3-bar-swing-alert-needed
Require Mql training for six months,https://www.forexfactory.com/thread/682190-require-mql-training-for-six-months
indicator to show different time frames,https://www.forexfactory.com/thread/667483-indicator-to-show-different-time-frames
Pip Value EA/Plugin for MT4?,https://www.forexfactory.com/thread/682520-pip-value-eaplugin-for-mt4
How to use spectrometr_separate indicator,https://www.forexfactory.com/thread/438516-how-to-use-spectrometrseparate-indicator
Looking for ATR Indi based on percentage,https://www.forexfactory.com/thread/682439-looking-for-atr-indi-based-on-percentage
searching MT4 sciripts,https://www.forexfactory.com/thread/682017-searching-mt4-sciripts
Custom Indicator - Draw Arrow and Close Price Line,https://www.forexfactory.com/thread/668547-custom-indicator-draw-arrow-and-close-price
Porting MQL4 Order Management to MQL5,https://www.forexfactory.com/thread/681997-porting-mql4-order-management-to-mql5
API brokers,https://www.forexfactory.com/thread/681983-api-brokers
Guppy Count back line MTF,https://www.forexfactory.com/thread/681962-guppy-count-back-line-mtf
Trailing stop script where I can set price where turn it on,https://www.forexfactory.com/thread/681960-trailing-stop-script-where-i-can-set-price
Does someone know a decent Divergence Indicator with alerts?,https://www.forexfactory.com/thread/676193-does-someone-know-a-decent-divergence-indicator-with
EA to email new orders... like a signal EA,https://www.forexfactory.com/thread/236011-ea-to-email-new-orders-like-a-signal
EA Robot which trade on Support and Resistance?,https://www.forexfactory.com/thread/681797-ea-robot-which-trade-on-support-and-resistance
Need help with MT4 on iPhone/iPad,https://www.forexfactory.com/thread/576301-need-help-with-mt4-on-iphoneipad
Dynamic Fibonacci MT4 Indicator,https://www.forexfactory.com/thread/331819-dynamic-fibonacci-mt4-indicator
Bollinger Bands Alert Overpriced With Custom Pips Filter,https://www.forexfactory.com/thread/661493-bollinger-bands-alert-overpriced-with-custom-pips-filter
How to add Renko Chart to Meta Trader 4?,https://www.forexfactory.com/thread/681356-how-to-add-renko-chart-to-meta-trader
EA Take profit,https://www.forexfactory.com/thread/681340-ea-take-profit
Need EA to close a position if profit 2x from SL,https://www.forexfactory.com/thread/681313-need-ea-to-close-a-position-if-profit
Trail Immediate EA,https://www.forexfactory.com/thread/680525-trail-immediate-ea
SupDem Indicator that doesn't delete old zones,https://www.forexfactory.com/thread/680029-supdem-indicator-that-doesnt-delete-old-zones
EMA And Price Cross alert indicator needed Please,https://www.forexfactory.com/thread/160575-ema-and-price-cross-alert-indicator-needed-please
Indicator Help Needed,https://www.forexfactory.com/thread/680755-indicator-help-needed
Halftrend - Small mod request,https://www.forexfactory.com/thread/679243-halftrend-small-mod-request
How to draw Gann Fan from swing-high ??,https://www.forexfactory.com/thread/6532-how-to-draw-gann-fan-from-swing-high
Where to find the Basic Script EA's and Indicators for MT5,https://www.forexfactory.com/thread/660151-where-to-find-the-basic-script-eas-and
MACD Div with additional 90% Ratio Filter,https://www.forexfactory.com/thread/680457-macd-div-with-additional-90-ratio-filter
"""zero divide error"" on the EA",https://www.forexfactory.com/thread/668498-zero-divide-error-on-the-ea
Create/modifiy indicator (session openings) with specifics,https://www.forexfactory.com/thread/678106-createmodifiy-indicator-session-openings-with-specifics
Simple Fractal EA needed,https://www.forexfactory.com/thread/679467-simple-fractal-ea-needed
EA for scalping,https://www.forexfactory.com/thread/12643-ea-for-scalping
Problem: S&R/Trend-lines appear in other pairs,https://www.forexfactory.com/thread/90581-problem-srtrend-lines-appear-in-other-pairs
Range bars: installing ea on MT4,https://www.forexfactory.com/thread/679108-range-bars-installing-ea-on-mt4
JForex expert needed...,https://www.forexfactory.com/thread/679380-jforex-expert-needed
Modified ZigZag indicator,https://www.forexfactory.com/thread/679369-modified-zigzag-indicator
Help - How to Get Monthly High in EA,https://www.forexfactory.com/thread/679188-help-how-to-get-monthly-high-in
simple edit required- fractal update,https://www.forexfactory.com/thread/638555-simple-edit-required-fractal-update
Indicator displaying pips and DD/Gain% Per Pair,https://www.forexfactory.com/thread/678686-indicator-displaying-pips-and-ddgain-per-pair
"Some volume bars showing in gray, some in green-same template",https://www.forexfactory.com/thread/678996-some-volume-bars-showing-in-gray-some-in
Awesome Oscillator,https://www.forexfactory.com/thread/624321-awesome-oscillator
Help for one entry per candle,https://www.forexfactory.com/thread/678232-help-for-one-entry-per-candle
EA for same open/close candle and same high/low wick,https://www.forexfactory.com/thread/678426-ea-for-same-openclose-candle-and-same-highlow
indicator to signal on the current bar only,https://www.forexfactory.com/thread/678522-indicator-to-signal-on-the-current-bar-only
A coder for Market Profile indicator?,https://www.forexfactory.com/thread/428217-a-coder-for-market-profile-indicator
PSAR/BB System for Binary Trading Needs EA,https://www.forexfactory.com/thread/464518-psarbb-system-for-binary-trading-needs-ea
MACD Trend Color Change With Alert,https://www.forexfactory.com/thread/601609-macd-trend-color-change-with-alert
Possible script that moves SL to breakeven of ALL open trades?,https://www.forexfactory.com/thread/665236-possible-script-that-moves-sl-to-breakeven-of
first come / first serve execution on MT4?,https://www.forexfactory.com/thread/678183-first-come-first-serve-execution-on-mt4
What's the formula for this indi?,https://www.forexfactory.com/thread/677819-whats-the-formula-for-this-indi
divergence of correlated pairs EA,https://www.forexfactory.com/thread/678015-divergence-of-correlated-pairs-ea
Engulfing Bar Alert with OBOS Condition (Bollinger_Band),https://www.forexfactory.com/thread/601268-engulfing-bar-alert-with-obos-condition-bollingerband
Free hand drawing indi for MT5? How to install it?,https://www.forexfactory.com/thread/677979-free-hand-drawing-indi-for-mt5-how-to
Average daily range statistics,https://www.forexfactory.com/thread/677724-average-daily-range-statistics
How to get live data from Interactive Broker to Excel,https://www.forexfactory.com/thread/345947-how-to-get-live-data-from-interactive-broker
Total exposure tool?,https://www.forexfactory.com/thread/677115-total-exposure-tool
Linear Regression Channel Indicator needed,https://www.forexfactory.com/thread/677160-linear-regression-channel-indicator-needed
how to create MA-cross alert indicator,https://www.forexfactory.com/thread/676094-how-to-create-ma-cross-alert-indicator
Trade EA with reversal button,https://www.forexfactory.com/thread/666301-trade-ea-with-reversal-button
Trailing stop after up some pips and question trailing step,https://www.forexfactory.com/thread/676508-trailing-stop-after-up-some-pips-and-question
"Real Ticks Discarded, Price Mismatch, Minutes Bars Absent",https://www.forexfactory.com/thread/676516-real-ticks-discarded-price-mismatch-minutes-bars-absent
need help to fix ea problem,https://www.forexfactory.com/thread/676242-need-help-to-fix-ea-problem
Bunnygirl Cross Indicator Update,https://www.forexfactory.com/thread/9206-bunnygirl-cross-indicator-update
tradeinfo - can you create this?,https://www.forexfactory.com/thread/667507-tradeinfo-can-you-create-this
function for calculating profit doesn't work...,https://www.forexfactory.com/thread/676100-function-for-calculating-profit-doesnt-work
Looking for MA dashboard,https://www.forexfactory.com/thread/317036-looking-for-ma-dashboard
Can I draw thicker horizontal lines in MT4?,https://www.forexfactory.com/thread/540063-can-i-draw-thicker-horizontal-lines-in-mt4
Time dependent auto fib?,https://www.forexfactory.com/thread/673788-time-dependent-auto-fib
Need this Grid EA,https://www.forexfactory.com/thread/513350-need-this-grid-ea
"Weird, only M30 timeframe missing candles/data (v4 build 765)",https://www.forexfactory.com/thread/539452-weird-only-m30-timeframe-missing-candlesdata-v4-build
Heikin Ashi Alert,https://www.forexfactory.com/thread/222172-heikin-ashi-alert
Heiken ashi smoothed alert,https://www.forexfactory.com/thread/126566-heiken-ashi-smoothed-alert
Pulling Data from MT4 History?,https://www.forexfactory.com/thread/673320-pulling-data-from-mt4-history
Any Good Converter from MQ4 to MQ5?,https://www.forexfactory.com/thread/673495-any-good-converter-from-mq4-to-mq5
MT4 Symbol in chart background,https://www.forexfactory.com/thread/673380-mt4-symbol-in-chart-background
"I get ""This version is under testing..."" in my Oanda MT4",https://www.forexfactory.com/thread/673282-i-get-this-version-is-under-testing-in
Luktom visual order editor TSL Bug,https://www.forexfactory.com/thread/330076-luktom-visual-order-editor-tsl-bug
Seeking EA that closes x% of the position once y pips reached,https://www.forexfactory.com/thread/672990-seeking-ea-that-closes-x-of-the-position
MACD nrp indicator suddenly disappeared?,https://www.forexfactory.com/thread/667684-macd-nrp-indicator-suddenly-disappeared
dashboards quicker than grits,https://www.forexfactory.com/thread/262297-dashboards-quicker-than-grits
The most useful MQL data structure; object vectors,https://www.forexfactory.com/thread/672478-the-most-useful-mql-data-structure-object-vectors
output price data to an external file,https://www.forexfactory.com/thread/467997-output-price-data-to-an-external-file
What prevents the start event beeing called in an ea....,https://www.forexfactory.com/thread/672291-what-prevents-the-start-event-beeing-called-in
OrderSend error 130 in two exact trades!,https://www.forexfactory.com/thread/670659-ordersend-error-130-in-two-exact-trades
I need a jForex developer,https://www.forexfactory.com/thread/671951-i-need-a-jforex-developer
Close at stop - how to avoid/restrict?!,https://www.forexfactory.com/thread/671516-close-at-stop-how-to-avoidrestrict
Bengal Dream - scalper not work in back  as in forward test,https://www.forexfactory.com/thread/669435-bengal-dream-scalper-not-work-in-back
EA Alteration,https://www.forexfactory.com/thread/93169-ea-alteration
Trailing stop feature for profitable ea,https://www.forexfactory.com/thread/610353-trailing-stop-feature-for-profitable-ea
MACD DIV Alert with Additional SMA Filter,https://www.forexfactory.com/thread/669854-macd-div-alert-with-additional-sma-filter
Trade size below 0.01 minimum?,https://www.forexfactory.com/thread/670954-trade-size-below-001-minimum
CCI   upgrades,https://www.forexfactory.com/thread/651902-cci-upgrades
6 MA indicator with auto-calculating pips/profit,https://www.forexfactory.com/thread/671123-6-ma-indicator-with-auto-calculating-pipsprofit
Re: Bollinger Band Alert Sound,https://www.forexfactory.com/thread/114376-re-bollinger-band-alert-sound
Is this EA possible - session breakout?,https://www.forexfactory.com/thread/370629-is-this-ea-possible-session-breakout
MT4Gui: checkbox,https://www.forexfactory.com/thread/670833-mt4gui-checkbox
MT4Gui: transparent object background,https://www.forexfactory.com/thread/670669-mt4gui-transparent-object-background
MT4Gui mystery,https://www.forexfactory.com/thread/606069-mt4gui-mystery
Scalping Strategy EA,https://www.forexfactory.com/thread/669519-scalping-strategy-ea
MACD crossover arrows on price chart (mt4),https://www.forexfactory.com/thread/325677-macd-crossover-arrows-on-price-chart-mt4
seeking indicator - auto fibo of previous time frame (week),https://www.forexfactory.com/thread/375851-seeking-indicator-auto-fibo-of-previous-time
Just an idea - Inside...A tape-reading,https://www.forexfactory.com/thread/667640-just-an-idea-insidea-tape-reading
OCO order on multiple pairs,https://www.forexfactory.com/thread/669958-oco-order-on-multiple-pairs
Microsoft 365 and metatrader,https://www.forexfactory.com/thread/669726-microsoft-365-and-metatrader
"All about MT4 Program, Indicator, Script & EA",https://www.forexfactory.com/thread/468157-all-about-mt4-program-indicator-script-ea
Help finding an indicator please,https://www.forexfactory.com/thread/669434-help-finding-an-indicator-please
Help: Combine Bollinger bands and MACD indicator,https://www.forexfactory.com/thread/448484-help-combine-bollinger-bands-and-macd-indicator
visualize old trades in the chart,https://www.forexfactory.com/thread/669418-visualize-old-trades-in-the-chart
Coding an EA for me,https://www.forexfactory.com/thread/669132-coding-an-ea-for-me
Tengari In Mq4 Finally,https://www.forexfactory.com/thread/509998-tengari-in-mq4-finally
I need some help with the  Swing Alerts indicator of Hanover,https://www.forexfactory.com/thread/669165-i-need-some-help-with-the-swing
put ext4 into indicator folder,https://www.forexfactory.com/thread/669156-put-ext4-into-indicator-folder
S/R indicator needed for MT5,https://www.forexfactory.com/thread/669133-sr-indicator-needed-for-mt5
Aggregate Volume Indicator,https://www.forexfactory.com/thread/668933-aggregate-volume-indicator
Add tick for every second that does not have volume,https://www.forexfactory.com/thread/668515-add-tick-for-every-second-that-does-not
Tick Sequence Pattern Scalping EA,https://www.forexfactory.com/thread/545215-tick-sequence-pattern-scalping-ea
Can anyone fix the swing alerts indicator?,https://www.forexfactory.com/thread/668751-can-anyone-fix-the-swing-alerts-indicator
Automatic SL & TP script when entering a trade,https://www.forexfactory.com/thread/217081-automatic-sl-tp-script-when-entering-a
Heiken Ashi not saving custom colors,https://www.forexfactory.com/thread/668648-heiken-ashi-not-saving-custom-colors
Open/exit trades based on time EA request,https://www.forexfactory.com/thread/668635-openexit-trades-based-on-time-ea-request
ALL KIND OF MT4 Indies (EX4) (MQ4) & (MQH) SHARE ALL,https://www.forexfactory.com/thread/205398-all-kind-of-mt4-indies-ex4-mq4
See Moving Average from a different time-frame?,https://www.forexfactory.com/thread/445137-see-moving-average-from-a-different-time-frame
Need Speed calculator,https://www.forexfactory.com/thread/668583-need-speed-calculator
Script to load multiple indicators,https://www.forexfactory.com/thread/667193-script-to-load-multiple-indicators
How to set your stop loss before sending market order on MT4,https://www.forexfactory.com/thread/346702-how-to-set-your-stop-loss-before-sending
Need some help with PowerLanguage,https://www.forexfactory.com/thread/668350-need-some-help-with-powerlanguage
Help for coding indicator MTF,https://www.forexfactory.com/thread/667978-help-for-coding-indicator-mtf
Heafty Canandrum for Clever Coder,https://www.forexfactory.com/thread/667732-heafty-canandrum-for-clever-coder
EA good but makes a new entry as it closes,https://www.forexfactory.com/thread/236508-ea-good-but-makes-a-new-entry-as
Is it possible to show a Daily moving average on a H1 chart?,https://www.forexfactory.com/thread/667411-is-it-possible-to-show-a-daily-moving
Is it possible to create EAs with .ex4s?,https://www.forexfactory.com/thread/666702-is-it-possible-to-create-eas-with-ex4s
Influx indicator,https://www.forexfactory.com/thread/549974-influx-indicator
Ratio between two indicators for example Rsi5 and Rsi10,https://www.forexfactory.com/thread/667735-ratio-between-two-indicators-for-example-rsi5-and
Help adding sound & email alert,https://www.forexfactory.com/thread/504023-help-adding-sound-email-alert
MACD / CCI end ADX on demo account very strange,https://www.forexfactory.com/thread/666638-macd-cci-end-adx-on-demo-account
how easy is it do decompile the latest indicators,https://www.forexfactory.com/thread/667272-how-easy-is-it-do-decompile-the-latest
Passing data from one MT4 client to another,https://www.forexfactory.com/thread/103881-passing-data-from-one-mt4-client-to-another
Pivots - different colours,https://www.forexfactory.com/thread/666833-pivots-different-colours
ATR Indicator-Multiple Instances,https://www.forexfactory.com/thread/667513-atr-indicator-multiple-instances
Best platform for reading web pages,https://www.forexfactory.com/thread/660920-best-platform-for-reading-web-pages
Dynamic ATR indicator,https://www.forexfactory.com/thread/666383-dynamic-atr-indicator
close trade button?,https://www.forexfactory.com/thread/666782-close-trade-button
Anyone have EA that triggers based on Line/Trend?,https://www.forexfactory.com/thread/657162-anyone-have-ea-that-triggers-based-on-linetrend
Looking for this MTF indicator,https://www.forexfactory.com/thread/666771-looking-for-this-mtf-indicator
Trading using Virtual Reality Device,https://www.forexfactory.com/thread/666763-trading-using-virtual-reality-device
Ichimuku Kinko Trailing EA?,https://www.forexfactory.com/thread/666740-ichimuku-kinko-trailing-ea
Need Indi for Trendline Pip Count on Screen,https://www.forexfactory.com/thread/527802-need-indi-for-trendline-pip-count-on-screen
Custom Indicator - StochasticDivergence,https://www.forexfactory.com/thread/666673-custom-indicator-stochasticdivergence
angle indicator,https://www.forexfactory.com/thread/666600-angle-indicator
High / Low Indicator,https://www.forexfactory.com/thread/666515-high-low-indicator
Need to normalize this indicator,https://www.forexfactory.com/thread/666586-need-to-normalize-this-indicator
Problems with MT5...,https://www.forexfactory.com/thread/666536-problems-with-mt5
Does anyone has the basic ATR calculating only candle body?,https://www.forexfactory.com/thread/666542-does-anyone-has-the-basic-atr-calculating-only
Need help getting started with quickfixj,https://www.forexfactory.com/thread/636648-need-help-getting-started-with-quickfixj
Any FIX Developers here?,https://www.forexfactory.com/thread/664430-any-fix-developers-here
Stop loss not working on Indicies,https://www.forexfactory.com/thread/666071-stop-loss-not-working-on-indicies
Trading using Excel and MT4?,https://www.forexfactory.com/thread/242081-trading-using-excel-and-mt4
looking for this session indicator,https://www.forexfactory.com/thread/665576-looking-for-this-session-indicator
Gap indicator,https://www.forexfactory.com/thread/28645-gap-indicator
Possible to send buy/sell orders from Excel DDE Sample to MT4?,https://www.forexfactory.com/thread/462318-possible-to-send-buysell-orders-from-excel-dde
backtesting software recommendations,https://www.forexfactory.com/thread/664977-backtesting-software-recommendations
secret Renko time indicator,https://www.forexfactory.com/thread/664368-secret-renko-time-indicator
Looking for script or robot to close all orders at specific time,https://www.forexfactory.com/thread/664735-looking-for-script-or-robot-to-close-all
Auto Stop Loss and TP indicator EA?,https://www.forexfactory.com/thread/664519-auto-stop-loss-and-tp-indicator-ea
Inside bar detector system,https://www.forexfactory.com/thread/664513-inside-bar-detector-system
Chart scale font size,https://www.forexfactory.com/thread/45116-chart-scale-font-size
1-2-3 plus  1-2-3 Indicator,https://www.forexfactory.com/thread/656961-1-2-3-plus-1-2-3-indicator
Can you decompile my EA?,https://www.forexfactory.com/thread/257642-can-you-decompile-my-ea
"""open price"" option in strattester: No trades = how coded?",https://www.forexfactory.com/thread/664385-open-price-option-in-strattester-no-trades
MT4 Iphone push notification sound change possible?,https://www.forexfactory.com/thread/661871-mt4-iphone-push-notification-sound-change-possible
Scalper Tick Chart creator,https://www.forexfactory.com/thread/604683-scalper-tick-chart-creator
Does MT4 Tester account for Swaps/Commissions?,https://www.forexfactory.com/thread/488611-does-mt4-tester-account-for-swapscommissions
Volume Moving Average in new MQL4 language,https://www.forexfactory.com/thread/664009-volume-moving-average-in-new-mql4-language
Adding alert to this indicator,https://www.forexfactory.com/thread/663902-adding-alert-to-this-indicator
EA Historical Data Trailing Stop not working,https://www.forexfactory.com/thread/663621-ea-historical-data-trailing-stop-not-working
Percentage change from price lines,https://www.forexfactory.com/thread/232884-percentage-change-from-price-lines
Defining characteristics of high quality historical data,https://www.forexfactory.com/thread/641753-defining-characteristics-of-high-quality-historical-data
ATR/ADR historical levels,https://www.forexfactory.com/thread/662508-atradr-historical-levels
Candle reversal EA needed,https://www.forexfactory.com/thread/563750-candle-reversal-ea-needed
Do you recognize this indicator?,https://www.forexfactory.com/thread/662841-do-you-recognize-this-indicator
Need help programming some indicators/EAs,https://www.forexfactory.com/thread/11682-need-help-programming-some-indicatorseas
"Please help, add alert to this custom indicator",https://www.forexfactory.com/thread/662488-please-help-add-alert-to-this-custom-indicator
Strategy Tester - Fixed Spread,https://www.forexfactory.com/thread/662360-strategy-tester-fixed-spread
"Close all open trades if current total open lotsize exceeds""X""",https://www.forexfactory.com/thread/662300-close-all-open-trades-if-current-total-open
How to read your broker's real time MT4 hedge margin settings?,https://www.forexfactory.com/thread/662020-how-to-read-your-brokers-real-time-mt4
"EA to send e-mail alerts, only!",https://www.forexfactory.com/thread/603153-ea-to-send-e-mail-alerts-only
Good online code formater,https://www.forexfactory.com/thread/655445-good-online-code-formater
Indicator values? Buffers? What?,https://www.forexfactory.com/thread/656784-indicator-values-buffers-what
Seeking advice on scanners,https://www.forexfactory.com/thread/637816-seeking-advice-on-scanners
Looking for dynamic stop losses indicator,https://www.forexfactory.com/thread/661570-looking-for-dynamic-stop-losses-indicator
Help! Economic Events on a Chart,https://www.forexfactory.com/thread/661521-help-economic-events-on-a-chart
Is there an EA about Genesis Matrix Trading?,https://www.forexfactory.com/thread/661718-is-there-an-ea-about-genesis-matrix-trading
2 to 5 Day Look Back Indicator,https://www.forexfactory.com/thread/661747-2-to-5-day-look-back-indicator
ObjectCreate Obj_fibo (problem MOVE),https://www.forexfactory.com/thread/661408-objectcreate-objfibo-problem-move
Heikin Ashi Trend Bars,https://www.forexfactory.com/thread/661239-heikin-ashi-trend-bars
Metatrader custom time frames,https://www.forexfactory.com/thread/660856-metatrader-custom-time-frames
MT4 Fibo Retracement Tool - How to show total number of pips?,https://www.forexfactory.com/thread/454621-mt4-fibo-retracement-tool-how-to-show
Please Help! No Expert Folder in MT4 Folder,https://www.forexfactory.com/thread/469668-please-help-no-expert-folder-in-mt4-folder
'Kasparov' trend following EA,https://www.forexfactory.com/thread/645739-kasparov-trend-following-ea
"MT4 ""No connection"" please help",https://www.forexfactory.com/thread/660465-mt4-no-connection-please-help
How to create clode between two ma-custom indicator,https://www.forexfactory.com/thread/660474-how-to-create-clode-between-two-ma-custom-indicator
Requesting programmer assistance with custom indicator,https://www.forexfactory.com/thread/93334-requesting-programmer-assistance-with-custom-indicator
How to apply MA to indicator's data,https://www.forexfactory.com/thread/660331-how-to-apply-ma-to-indicators-data
Help with SMI indi?,https://www.forexfactory.com/thread/660268-help-with-smi-indi
For Data Scientists interesting project,https://www.forexfactory.com/thread/660136-for-data-scientists-interesting-project
Can someone help please mt4 completely locked up,https://www.forexfactory.com/thread/659939-can-someone-help-please-mt4-completely-locked-up
Could someone add an alert please?,https://www.forexfactory.com/thread/659054-could-someone-add-an-alert-please
Help to convert this script  to a EA,https://www.forexfactory.com/thread/657865-help-to-convert-this-script-to-a
Could someone please add load and save function to this indi?,https://www.forexfactory.com/thread/659684-could-someone-please-add-load-and-save-function
MT4 - Multiple Take Profit Levels/Partial Close,https://www.forexfactory.com/thread/412368-mt4-multiple-take-profit-levelspartial-close
Looking for MA in Color w/Alert,https://www.forexfactory.com/thread/629330-looking-for-ma-in-color-walert
Indicator to EA,https://www.forexfactory.com/thread/659347-indicator-to-ea
StayGain's FF Desktop Calendar,https://www.forexfactory.com/thread/293774-staygains-ff-desktop-calendar
MT4 vs Thinkorswim,https://www.forexfactory.com/thread/659359-mt4-vs-thinkorswim
Multiple monitor script for MT4,https://www.forexfactory.com/thread/585252-multiple-monitor-script-for-mt4
Installing two - similar MT4 platforms on one PC,https://www.forexfactory.com/thread/282834-installing-two-similar-mt4-platforms-on-one
Chandra's Indicators (with Alerts),https://www.forexfactory.com/thread/53189-chandras-indicators-with-alerts
Software Developer and Trader Partnership,https://www.forexfactory.com/thread/659060-software-developer-and-trader-partnership
S & R indicator ex4  colors change,https://www.forexfactory.com/thread/434629-s-r-indicator-ex4-colors-change
Hosting your Platform and EA on a VPS,https://www.forexfactory.com/thread/96234-hosting-your-platform-and-ea-on-a-vps
In need of a trade management EA,https://www.forexfactory.com/thread/658794-in-need-of-a-trade-management-ea
How to catch an error when loading a custom indicator?,https://www.forexfactory.com/thread/658741-how-to-catch-an-error-when-loading-a
MetaTrader 4 Strategy Tester Query,https://www.forexfactory.com/thread/658494-metatrader-4-strategy-tester-query
Bollinger Band of Freestockcharts on MT4,https://www.forexfactory.com/thread/658529-bollinger-band-of-freestockcharts-on-mt4
How to realize zigzag-label-color in mt4?,https://www.forexfactory.com/thread/658368-how-to-realize-zigzag-label-color-in-mt4
Request: Convert LUA code to MQL4: Fractal Trend Overlay,https://www.forexfactory.com/thread/658314-request-convert-lua-code-to-mql4-fractal-trend
Looking for a trading session analysis tool,https://www.forexfactory.com/thread/658296-looking-for-a-trading-session-analysis-tool
MT4 - All accounts/charts suddenly gone,https://www.forexfactory.com/thread/658180-mt4-all-accountscharts-suddenly-gone
Line copier from main PC's MT4 to VPS MT4,https://www.forexfactory.com/thread/658255-line-copier-from-main-pcs-mt4-to-vps
Best Way to set up EA Trading at Home,https://www.forexfactory.com/thread/552528-best-way-to-set-up-ea-trading-at
Install MT4 to a windows 2012R2 Server,https://www.forexfactory.com/thread/657772-install-mt4-to-a-windows-2012r2-server
Looking for a MACD Ribbon?,https://www.forexfactory.com/thread/657988-looking-for-a-macd-ribbon
beta test this currency strength indicator system,https://www.forexfactory.com/thread/634227-beta-test-this-currency-strength-indicator-system
All my MT4 scripts stopped suddenly. Anyone knows why?,https://www.forexfactory.com/thread/657800-all-my-mt4-scripts-stopped-suddenly-anyone-knows
profitable semaphor EA and indicator for you to test,https://www.forexfactory.com/thread/652353-profitable-semaphor-ea-and-indicator-for-you-to
Alerts using drag and drop of line,https://www.forexfactory.com/thread/283068-alerts-using-drag-and-drop-of-line
mashup EA,https://www.forexfactory.com/thread/657145-mashup-ea
Need Moving average slope alert,https://www.forexfactory.com/thread/657827-need-moving-average-slope-alert
MA color bar direction,https://www.forexfactory.com/thread/305643-ma-color-bar-direction
fibo alert indicator - get alerts on fibo levels,https://www.forexfactory.com/thread/482779-fibo-alert-indicator-get-alerts-on-fibo
How to get latest 2 swing value of zigzag in EA,https://www.forexfactory.com/thread/657174-how-to-get-latest-2-swing-value-of
